image_location,ground_truth_caption,llm_question
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000047752.jpg,The pizza is on top of the oven.,"""Where is the pizza relative to the oven?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000437948.jpg,The pizza is on top of the oven.,"""What is the location of the pizza relative to the oven?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000477061.jpg,The bed is inside the car.,"""What is the spatial relationship between the bed and the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000274490.jpg,The car is close to the bus.,"""Where is the car relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000259745.jpg,The keyboard is above the dining table.,"""Where is the keyboard relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000088241.jpg,The teddy bear is right of the dog.,Where is the teddy bear relative to the dog?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000173530.jpg,The cow is far from the car.,"""Where is the cow in relation to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000518592.jpg,The laptop is right of the cake.,"""Where is the laptop relative to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000304534.jpg,The cat is by the toilet.,"""What is the location of the cat relative to the toilet?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000530624.jpg,The dog is in the bed.,"""What is the dog's location relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000250035.jpg,The truck is far away from the surfboard.,"""Where is the truck in relation to the surfboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000103582.jpg,The bed is under the suitcase.,"""What is the spatial relationship between the bed and the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000416663.jpg,The cat is facing the keyboard.,"""What direction is the cat facing in relation to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000179968.jpg,The airplane is far from the tv.,"""Where is the airplane relative to the tv?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000168803.jpg,The cat is touching the bench.,"""How is the cat positioned relative to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000447741.jpg,The cake is in front of the cat.,"""Where is the cake relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000554518.jpg,The boat is away from the dining table.,"""Where is the boat relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000457461.jpg,The sandwich is near the wine glass.,"""Where is the sandwich relative to the wine glass?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000158582.jpg,The person is behind the laptop.,"""Where is the person relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000124759.jpg,The pizza is behind the sandwich.,"""Where is the pizza relative to the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000410704.jpg,The cat is at the left side of the potted plant.,"""Where is the cat relative to the potted plant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000458027.jpg,The truck is touching the sheep.,"""What is the relationship between the truck and the sheep?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000337274.jpg,The dog is under the umbrella.,"""Where is the dog relative to the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000341707.jpg,The pizza is inside the oven.,"""What is the location of the pizza relative to the oven?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000347930.jpg,The dog is facing away from the sports ball.,"""What direction is the dog facing relative to the sports ball?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000497032.jpg,The umbrella is over the person.,"""Where is the umbrella relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000044612.jpg,The horse is at the right side of the person.,"""Where is the horse in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000159842.jpg,The chair is at the right side of the teddy bear.,"""Where is the chair relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000039716.jpg,The bed is touching the teddy bear.,"""Where is the bed in relation to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000227293.jpg,The hot dog is at the left side of the cup.,"""Where is the hot dog in relation to the cup?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000298649.jpg,The surfboard is on the car.,"""Where is the surfboard relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000157931.jpg,The dog is touching the suitcase.,"""What is the relationship between the dog and the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000341271.jpg,The chair is across from the pizza.,"""Where is the chair relative to the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000134112.jpg,The laptop is in front of the dog.,"""Where is the laptop relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000490871.jpg,The banana is at the right side of the orange.,"""What is the position of the banana relative to the orange?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000071549.jpg,The handbag is behind the teddy bear.,"""Where is the handbag relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000275219.jpg,The cat is inside the bicycle.,"""Where is the cat in relation to the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000117774.jpg,The cat is touching the refrigerator.,"""What is the relationship between the cat and the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000255824.jpg,The cake is next to the cup.,"""What is the spatial relationship between the cake and the cup?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000182032.jpg,The cow is facing the chair.,"""Which direction is the cow facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000007124.jpg,The parking meter is behind the truck.,"""Where is the parking meter relative to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000116696.jpg,The teddy bear is on top of the cake.,"""Where is the teddy bear relative to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000304330.jpg,The giraffe is touching the person.,"""What is the relationship between the giraffe and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000472462.jpg,The apple is next to the dog.,"""Where is the apple relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000096351.jpg,The bus is attached to the surfboard.,"""How is the bus related to the surfboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000363875.jpg,The bus is at the left side of the person.,"""Where is the bus relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000496373.jpg,The umbrella is far away from the boat.,"""What is the location of the umbrella relative to the boat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000437964.jpg,The laptop is on the person.,"""Where is the laptop in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000412238.jpg,The pizza is on top of the dining table.,"""Where is the pizza relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000038616.jpg,The dog is at the edge of the laptop.,"""What is the dog's position in relation to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000270596.jpg,The person is at the left side of the tv.,"""Where is the person relative to the tv?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000422469.jpg,The parking meter is opposite to the car.,"""Where is the parking meter relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000538006.jpg,The giraffe is at the back of the elephant.,"""Where is the giraffe relative to the elephant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000013595.jpg,The sandwich is on the dining table.,"""Where is the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000021151.jpg,The motorcycle is beneath the person.,"""What is the position of the motorcycle relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000029747.jpg,The dog is touching the couch.,"""Where is the dog in relation to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000525721.jpg,The motorcycle is behind the dining table.,"""Where is the motorcycle relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000284084.jpg,The car is in front of the giraffe.,"""Where is the car relative to the giraffe?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000528425.jpg,The sheep is beneath the person.,"""Where is the sheep relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000491502.jpg,The pizza is at the edge of the dining table.,"""What is the position of the pizza in relation to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000555109.jpg,The car is facing the bicycle.,"""Which direction is the car facing relative to the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000559877.jpg,The sandwich is at the left side of the bottle.,"""Where is the sandwich relative to the bottle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000126719.jpg,The cup is next to the cake.,"""What is the spatial relationship between the cup and the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000528912.jpg,The person is at the left side of the teddy bear.,"""Where is the person relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000324483.jpg,The cat is inside the suitcase.,"""Where is the cat in relation to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000385921.jpg,The suitcase is surrounding the dog.,"""What is the spatial relationship between the suitcase and the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000502604.jpg,The suitcase is at the left side of the cat.,"""Where is the suitcase relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000545566.jpg,The bus is far away from the skateboard.,"""What is the distance between the bus and the skateboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000553862.jpg,The dining table is left of the bus.,"""Where is the dining table relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000048795.jpg,The book is against the bench.,"""What is the position of the book relative to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000502440.jpg,The person is right of the dining table.,"""What is the position of the person relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000132568.jpg,The cow is alongside the train.,"""Where is the cow in relation to the train?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000281764.jpg,The dining table is at the side of the dog.,"""Where is the dining table relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000274642.jpg,The chair is at the left side of the cake.,"""Where is the chair relative to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000078548.jpg,The teddy bear is facing the motorcycle.,"""Which direction is the teddy bear facing relative to the motorcycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000286785.jpg,The zebra is in the car.,"""Where is the zebra?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000265707.jpg,The cat is touching the keyboard.,"""How is the cat positioned in relation to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000067373.jpg,The bus is far away from the donut.,"""What is the distance between the bus and the donut?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000020632.jpg,The teddy bear is within the suitcase.,"""Where is the teddy bear in relation to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000549327.jpg,The person is toward the refrigerator.,"""What is the position of the person relative to the refrigerator?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000168837.jpg,The dining table is alongside the bed.,"""What is the location of the dining table relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000499376.jpg,The person is at the right side of the dog.,"""Where is the person relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000395170.jpg,The suitcase contains the cat.,"""What is the relationship between the suitcase and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000001915.jpg,The motorcycle is in front of the dog.,"""Where is the motorcycle relative to the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000141302.jpg,The boat is on the truck.,"""Where is the boat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000252459.jpg,The elephant is in the truck.,"""What is the location of the elephant in relation to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000039828.jpg,The sink contains the cat.,"""What is the spatial relationship between the sink and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000514864.jpg,The bus is parallel to the person.,"""Where is the bus relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000251124.jpg,The bench is against the bicycle.,"""What is the relationship between the bench and the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000166853.jpg,The laptop is at the right side of the bowl.,"""Where is the laptop relative to the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000222716.jpg,The motorcycle is adjacent to the parking meter.,"""What is the relationship between the motorcycle and the parking meter?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000543517.jpg,The person is on the airplane.,"""Where is the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000201899.jpg,The parking meter is behind the person.,"""Where is the parking meter relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000085814.jpg,The couch is beneath the person.,"""Where is the couch relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000501126.jpg,The cat is behind the laptop.,"""Where is the cat relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000434222.jpg,The cat is behind the tv.,"""What is the location of the cat relative to the tv?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000292242.jpg,The teddy bear is at the edge of the bench.,"""Where is the teddy bear in relation to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000134738.jpg,The hair drier is in front of the person.,"""Where is the hair drier relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000227730.jpg,The bowl contains the cat.,"""Where is the cat in relation to the bowl?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000286141.jpg,The umbrella is over the cat.,"""Where is the umbrella relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000402177.jpg,The cat is next to the person.,"""What is the spatial relationship between the cat and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000485044.jpg,The keyboard is next to the cat.,"""What is the location of the keyboard relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000363468.jpg,The couch is across from the person.,"""What is the position of the couch relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000553735.jpg,The bus is in front of the truck.,"""What is the position of the bus relative to the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000221771.jpg,The cow is facing the person.,"""Which direction is the cow facing?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000387136.jpg,The cow is part of the bus.,"""What is the relationship between the cow and the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000282287.jpg,The dog is away from the couch.,"""Where is the dog relative to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000108894.jpg,The teddy bear is part of the cake.,"""What is the relationship between the teddy bear and the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000350160.jpg,The bed is beneath the person.,"""Where is the bed relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000350810.jpg,The cat is touching the keyboard.,"""What is the relationship between the cat and the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000101245.jpg,The handbag is beside the cat.,"""Where is the handbag in relation to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000341603.jpg,The person is beside the donut.,"""What is the spatial relationship between the person and the donut?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000141441.jpg,The suitcase is surrounding the cat.,"""Where is the suitcase relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000402297.jpg,The dog is on the bus.,"""Where is the dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000067716.jpg,The sandwich is in front of the laptop.,"""Where is the sandwich relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000576449.jpg,The chair is far from the bus.,"""Where is the chair relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000282733.jpg,The vase is toward the person.,"""Where is the vase relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000112719.jpg,The umbrella is under the cat.,"""Where is the umbrella relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000223905.jpg,The bicycle is off the train.,"""Where is the bicycle relative to the train?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000345665.jpg,The hot dog is into the person.,"""What is the relationship between the hot dog and the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000564386.jpg,The train is at the left side of the person.,"""Where is the train relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000092346.jpg,The oven is below the cake.,"""Where is the oven relative to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000189559.jpg,The cow is inside the truck.,"""What is the spatial relationship between the cow and the truck?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000060448.jpg,The person is above the suitcase.,"""Where is the person relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000121351.jpg,The car is far from the donut.,"""How is the car positioned relative to the donut?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000352549.jpg,The handbag is beneath the cat.,"""Where is the handbag relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000289698.jpg,The microwave is behind the cat.,"""Where is the microwave relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000540765.jpg,The couch is behind the person.,"""Where is the couch relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000180584.jpg,The laptop is at the left side of the person.,"""Where is the laptop relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000176372.jpg,The horse is facing the bus.,"""Which direction is the horse facing in relation to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000471871.jpg,The car is behind the cat.,"""What is the position of the car relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000318462.jpg,The umbrella is over the cat.,"""What is the position of the umbrella relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000532714.jpg,The bench is above the suitcase.,"""Where is the bench relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000343185.jpg,The suitcase is beside the bottle.,"""Where is the suitcase relative to the bottle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000492774.jpg,The dog is in front of the keyboard.,"""What is the position of the dog relative to the keyboard?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000346774.jpg,The couch is behind the pizza.,"""Where is the couch relative to the pizza?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000133030.jpg,The bed is under the umbrella.,"""What is the spatial relationship between the bed and the umbrella?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000335481.jpg,The car is above the cat.,"""Where is the car relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000046306.jpg,The car is part of the bed.,"""What is the relationship between the car and the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000101762.jpg,The bicycle is in front of the cat.,"""Where is the bicycle relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000375278.jpg,The cat is in the suitcase.,"""What is the location of the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000341219.jpg,The dining table is touching the person.,"""Where is the person in relation to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000253785.jpg,The dog is in front of the chair.,"""What is the position of the dog relative to the chair?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000475510.jpg,The refrigerator is at the left side of the person.,"""Where is the refrigerator relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000517629.jpg,The sink contains the cat.,"""What is the relationship between the sink and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000531179.jpg,The couch is beneath the bird.,"""What is the relationship between the couch and the bird?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000166464.jpg,The dining table is under the teddy bear.,"""What is the location of the dining table relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000543719.jpg,The suitcase is far from the cat.,"""What is the relationship between the suitcase and the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000192277.jpg,The bench is far away from the bed.,"""Where is the bench in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000572409.jpg,The bird is at the edge of the bench.,"""What is the bird's position in relation to the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000177913.jpg,The cat is on top of the bed.,"""Where is the cat in relation to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000522935.jpg,The cell phone is at the left side of the person.,"""Where is the cell phone relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000374072.jpg,The car is far from the hot dog.,"""How is the car positioned relative to the hot dog?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000467686.jpg,The teddy bear is part of the couch.,"""Where is the teddy bear in relation to the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000358868.jpg,The handbag is under the cat.,Where is the handbag relative to the cat?
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000030815.jpg,The book is on the teddy bear.,"""Where is the book?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000538259.jpg,The teddy bear is on top of the bench.,"""What is the relationship between the teddy bear and the bench?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000014034.jpg,The banana is next to the bottle.,"""What is the relationship between the banana and the bottle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000028231.jpg,The bicycle is touching the person.,"""How is the bicycle positioned relative to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000393971.jpg,The laptop contains the person.,"""What is the spatial relationship between the person and the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000543043.jpg,The boat is on top of the bus.,"""What is the spatial relationship between the boat and the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000229362.jpg,The hot dog is above the dining table.,"""What is the position of the hot dog relative to the dining table?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000159403.jpg,The dining table is opposite to the bus.,"""What is the position of the dining table relative to the bus?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000531049.jpg,The train is near the laptop.,"""Where is the train in relation to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000275268.jpg,The teddy bear is on the person.,"""Where is the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000408351.jpg,The potted plant is left of the fire hydrant.,"""Where is the potted plant relative to the fire hydrant?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000450081.jpg,The person is touching the giraffe.,"""What is the relationship between the person and the giraffe?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000154202.jpg,The bed is under the backpack.,"""Where is the bed relative to the backpack?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000395888.jpg,The bowl is touching the person.,"""Where is the bowl in relation to the person?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000407139.jpg,The person is touching the couch.,"""What is the relationship between the person and the couch?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000042735.jpg,The keyboard is touching the cup.,"""What is the relationship between the keyboard and the cup?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000482841.jpg,The cat is in the sink.,"""What is the cat's position in relation to the sink?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000389577.jpg,The person is touching the laptop.,"""What is the relationship between the person and the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000154721.jpg,The motorcycle is part of the book.,"""What is the relationship between the motorcycle and the book?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000230548.jpg,The bed is under the suitcase.,"""Where is the bed relative to the suitcase?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000468443.jpg,The train is on top of the cake.,"""Where is the train relative to the cake?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000383494.jpg,The teddy bear is behind the cat.,"""What is the location of the teddy bear relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000158798.jpg,The umbrella is above the cat.,"""Where is the umbrella relative to the cat?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000491932.jpg,The suitcase is above the bed.,"""Where is the suitcase relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000357790.jpg,The fire hydrant is in front of the stop sign.,"""What is the relationship between the fire hydrant and the stop sign?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000366058.jpg,The train is in front of the car.,"""Where is the train relative to the car?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000475663.jpg,The dog is at the right side of the teddy bear.,"""Where is the dog relative to the teddy bear?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000038668.jpg,The orange is on the banana.,"""What is the relationship between the orange and the banana?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000009119.jpg,The bed is above the laptop.,"""Where is the bed relative to the laptop?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000481530.jpg,The donut is on the dining table.,"""Where is the donut?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000129067.jpg,The cup contains the banana.,"""What is the spatial relationship between the cup and the banana?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000442252.jpg,The handbag is on the bed.,"""Where is the handbag?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000192871.jpg,The bowl contains the apple.,"""What is the relationship between the bowl and the apple?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000390474.jpg,The backpack is on the bed.,"""What is the backpack's position relative to the bed?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000384826.jpg,The banana is touching the sandwich.,"""How is the banana related to the sandwich?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000515077.jpg,The person is far from the tv.,"""Where is the person relative to the tv?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000204887.jpg,The bus is attached to the bicycle.,"""What is the relationship between the bus and the bicycle?"""
/home/kalashkala/visual-spatial-reasoning/truthrl-sample/images/000000132099.jpg,The couch is touching the cat.,"""How is the couch related to the cat?"""
